pert_iname	classes
resveratrol	antiplatelet agents|angiogenesis inhibitors|sensory system agents|central nervous system agents|antimutagenic agents|flavonoids|cytochrome p 450 cyp1a2 inhibitors (strength unknown)|anticarcinogenic agents|analgesics|flavones|protective agents|cytochrome p 450 cyp3a4 inhibitors (strength unknown)|benzopyrans|phenols|cytochrome p 450 enzyme inhibitors|antineoplastic agents, phytogenic|vasodilating agents|anti inflammatory agents|cytochrome p 450 cyp3a4 inhibitors|hematologic agents|stilbenes|cytochrome p 450 substrates|enzyme inhibitors|analgesics, non narcotic|cytochrome p 450 cyp3a inhibitors|cytochrome p 450 cyp1a2 inhibitors|antirheumatic agents|heterocyclic compounds, fused ring|antioxidants|compounds used in a research, industrial, or household setting|peripheral nervous system agents|pyrans|cytochrome p 450 cyp1a2 substrates|chromones|benzene derivatives|polyphenols|benzylidene compounds
acetamide	acetates|acids, acyclic|amides|fatty acids, volatile|fatty acids|lipids
pregnenolone	hormones, hormone substitutes, and hormone antagonists|cytochrome p 450 cyp3a substrates|gonadal steroid hormones|adrenal cortex hormones|pregnanes|hormones|pregnenes|progesterone congeners|gonadal hormones|steroids|cytochrome p 450 substrates|hydroxycorticosteroids|cytochrome p 450 cyp3a4 substrates|fused ring compounds
thiazolidinecarboxylic acid	
ttnpb	hydrocarbons, acyclic|carotenoids|cyclohexanes|cycloparaffins|alkenes|acids, carbocyclic|cyclohexenes|terpenes|benzene derivatives|pigments, biological|polyenes|biological factors
zardaverine	respiratory system agents|anti asthmatic agents|peripheral nervous system agents|bronchodilator agents|enzyme inhibitors|autonomic agents|phosphodiesterase inhibitors
piretanide	gynecological antiinfectives and antiseptics|amides|membrane transport modulators|sulfonamides|diuretics|sulfones|natriuretic agents|genito urinary system and sex hormones|sulfur compounds|sodium potassium chloride symporter inhibitors|cardiovascular agents|high ceiling diuretics
doramapimod	protein kinase inhibitors
zebularine	carbohydrates|pyrimidine nucleosides|ribonucleosides|nucleic acids, nucleotides, and nucleosides|pyrimidines|glycosides|nucleosides
beta alanine	amino acids, peptides, and proteins|alanine|amino acids
acetylcholine	cholinergic receptor agonist|cholinergic agents|vasodilating agents|cholinergic agonists|miotics|sensory organs|biogenic amines|oct1 substrates|ophthalmologicals|neurotransmitter agents|antiglaucoma preparations and miotics|cardiovascular agents|amines|parasympathomimetics
sphingosine	p glycoprotein substrates|amino alcohols|amines|glycols|alcohols
isoliquiritigenin	benzopyrans|flavonoids|propiophenones|heterocyclic compounds, fused ring|aldehyde reductase, antagonists & inhibitors|pyrans|chromones|enzyme inhibitors|plants|ketones
pc	carbohydrates|nucleotides|cytosine nucleotides|ribonucleotides|pyrimidines|pyrimidine nucleotides|glycosides|nucleic acids, nucleotides, and nucleosides
ubenimex	amino acids, peptides, and proteins|protease inhibitors|aminopeptidases, antagonists & inhibitors|antibiotics, antineoplastic|adjuvants, immunologic|anti bacterial agents|amino acids, branched chain|amino acids|anti hiv agents|enzyme inhibitors|anti infective agents|amino acids, essential|immunologic factors
sparfosic acid	acids, acyclic|amino acids, peptides, and proteins|organophosphorus compounds|antineoplastic agents|excitatory amino acids|organophosphonates|amino acids, dicarboxylic|fatty acids|amino acids|fatty acids, volatile|enzyme inhibitors|anti infective agents|noxae|acetates|antimetabolites|amino acids, acidic|lipids|toxic actions
naringenin	benzopyrans|flavonoids|hormone antagonists|hormones, hormone substitutes, and hormone antagonists|heterocyclic compounds, fused ring|estrogen antagonists|gastrointestinal agents|bcrp/abcg2 inhibitors|pyrans|chromones|anti ulcer agents
alvocidib	benzopyrans|heterocyclic compounds, fused ring|growth inhibitors|pyrans|antineoplastic agents|chromones|cyclin dependent kinases, antagonists & inhibitors|enzyme inhibitors|protein kinase inhibitors|bcrp/abcg2 substrates|ugt1a1 substrates
mevalonic acid	hydroxy acids
spermidine	biogenic amines|oct1 substrates|polyamines|biogenic polyamines|amines|diamines
oxyphenbutazone	anti inflammatory agents, non steroidal|antiinflammatory preparations, non steroids for topical use|central nervous system agents|sensory system agents|ophthalmologicals|other nonsteroidal anti inflammatory agents|musculo skeletal system|nephrotoxic agents|pyrazoles|analgesics|agents that produce hypertension|non cox 2 selective nsaids|antiinflammatory and antirheumatic products, non steroids|topical products for joint and muscular pain|pyrazolones|anti inflammatory agents|oat1/slc22a6 inhibitors|analgesics, non narcotic|antirheumatic agents|peripheral nervous system agents|antiinflammatory and antirheumatic products|agents causing hyperkalemia|sensory organs|butylpyrazolidines
tiratricol	amino acids, aromatic|hormones, hormone substitutes, and hormone antagonists|amino acids, peptides, and proteins|amino acids, cyclic|dermatologicals|hormones|thyronines|amino acids|agents used to treat hypothyroidism|thyroid products|systemic hormonal preparations, excl. sex hormones and insulins
ribostamycin	carbohydrates|nephrotoxic agents|antiinfectives for systemic use|antibacterials for systemic use|anti bacterial agents|narrow therapeutic index drugs|glycosides|agents that produce neuromuscular block (indirect)|aminoglycoside antibacterials|drugs that are mainly renally excreted|drugs that are mainly renally excreted with a narrow therapeutic index|anti infective agents
deoxycholic acid	dermatologicals|bsep/abcb11 inducers|cytolytic agent|steroids|decreased cell membrane integrity|gastrointestinal agents|cholanes|fused ring compounds|other miscellaneous therapeutic agents|cholic acids|cholagogues and choleretics|bile acids and salts
digoxigenin	carbohydrates|digitalis glycosides|steroids|cardenolides|glycosides|digoxin and derivatives|fused ring compounds|cardiac glycosides|cardanolides
vanoxerine	membrane transport modulators|cytochrome p 450 cyp3a substrates|neurotransmitter uptake inhibitors|dopamine agents|cytochrome p 450 substrates|neurotransmitter agents|cytochrome p 450 cyp3a4 substrates|dopamine uptake inhibitors
doconexent	dietary fats, unsaturated|fatty acids, omega 3|fish oils|food|oils|food and beverages|dietary fats|fatty acids|cytochrome p 450 cyp2c9 inhibitors (strength unknown)|cytochrome p 450 enzyme inhibitors|cytochrome p 450 substrates|cytochrome p 450 cyp2c9 substrates|fats|diet, food, and nutrition|cytochrome p 450 cyp2c9 inhibitors|physiological phenomena|lipids|fatty acids, unsaturated
radicicol	antifungal agents|polyketides|enzyme inhibitors|antiprotozoals|anti infective agents|lactones|antiparasitic agents|tyrosine kinase inhibitors
dnqx	excitatory amino acid antagonists|neurotransmitter agents|excitatory amino acid agents|heterocyclic compounds, fused ring
propanoic acid	acids, acyclic|fatty acids, volatile|fatty acids|sensory organs|lipids|ophthalmologicals|anti infective agents
phenacetin	sensory system agents|central nervous system agents|cytochrome p 450 cyp2a6 substrates|amines|cytochrome p 450 cyp3a4 substrates|cytochrome p 450 cyp2c19 substrates|analgesics|acetanilides|amides|nervous system|anilides|cytochrome p 450 substrates|oat1/slc22a6 inhibitors|cytochrome p 450 cyp2c9 substrates|analgesics, non narcotic|cytochrome p 450 cyp2d6 substrates|aniline compounds|cytochrome p 450 cyp3a substrates|peripheral nervous system agents|cytochrome p 450 cyp2e1 substrates|cytochrome p 450 cyp1a2 substrates
gw 3965	ligands|acids, carbocyclic|benzene derivatives|amines|benzyl compounds
benzoic acid	antifungal agents|food additives|various alimentary tract and metabolism products|diagnostic agents|food|benzoates|food and beverages|oat3/slc22a8 inhibitors|tests for gastric secretion|urea cycle disorder agents|anti infective agents|diet, food, and nutrition|physiological phenomena|food preservatives|food ingredients|ammonium ion binding activity|compounds used in a research, industrial, or household setting|nitrogen binding agent|alimentary tract and metabolism|acids, carbocyclic|benzene derivatives
epigallocatechin	benzopyrans|flavonoids|heterocyclic compounds, fused ring|pyrans|chromones|chromans
cilomilast	cyclohexanes|cycloparaffins|phosphodiesterase 4 inhibitors|acids, carbocyclic|enzyme inhibitors|phosphodiesterase inhibitors
batimastat	amino acids, aromatic|amino acids, peptides, and proteins|protease inhibitors|amino acids, cyclic|amino acids|antineoplastic agents|sulfur compounds|enzyme inhibitors|metalloendopeptidases, antagonists & inhibitors|amino acids, essential
clorgiline	propylamines|psychotropic drugs|serotonergic drugs shown to increase risk of serotonin syndrome|central nervous system agents|agents that produce hypertension|monoamine oxidase a inhibitors|enzyme inhibitors|central nervous system depressants|antidepressive agents|monoamine oxidase inhibitors|amines
mdl 29951	acids, acyclic|fatty acids, volatile|fatty acids|lipids|heterocyclic compounds, fused ring
digitoxigenin	carbohydrates|digitalis glycosides|steroids|cardenolides|glycosides|fused ring compounds|cardiac glycosides|cardanolides
benzofuran	heterocyclic compounds, fused ring
dequalinium	antiseptics and disinfectants|quinoline derivatives|throat preparations|dermatologicals|heterocyclic compounds, fused ring|genito urinary system and sex hormones|anti infective agents, local|quinolinium compounds|anti infective agents|quinolines|gynecological antiinfectives and antiseptics|miscellaneous anti infectives
quercetin	antioxidants|benzopyrans|flavonoids|compounds used in a research, industrial, or household setting|cytochrome p 450 cyp2c8 inhibitors|cytochrome p 450 enzyme inhibitors|p glycoprotein inhibitors|heterocyclic compounds, fused ring|comt inhibitors|bcrp/abcg2 inhibitors|protective agents|pyrans|flavonols|chromones|cytochrome p 450 cyp2c8 inhibitors (strength unknown)|oatp1b1/slco1b1 inhibitors|comt substrates
trichostatin a	antifungal agents|hydroxylamines|hydroxy acids|histone deacetylase inhibitors|protein synthesis inhibitors|antineoplastic agents|enzyme inhibitors|anti infective agents|amines
monastrol	mitosis modulators|antimitotic agents|antineoplastic agents|sulfur compounds|enzyme inhibitors
taurocholic acid	oatp1b3 substrates|household products|bsep/abcb11 inducers|acids|bcrp/abcg2 inhibitors|surface active agents|fused ring compounds|p glycoprotein inhibitors|oat1/slc22a6 substrates|p glycoprotein substrates|oat3/slc22a8 inhibitors|cholanes|oatp1b1/slco1b1 inhibitors|oatp1b1/slco1b1 substrates|hydrocarbons, acyclic|alkanesulfonic acids|gastrointestinal agents|oat1/slc22a6 inhibitors|cholic acids|cholagogues and choleretics|bile acids and salts|acids, noncarboxylic|detergents|compounds used in a research, industrial, or household setting|steroids|sulfonic acids|sulfur compounds|bsep/abcb11 substrates|alkanes|oatp1b1/slco1b1 inducers|oat3/slc22a8 substrates|sulfur acids
niflumic acid	anti inflammatory agents, non steroidal|antiinflammatory preparations, non steroids for topical use|central nervous system agents|sensory system agents|benzoates|musculo skeletal system|amines|aminobenzoates|nephrotoxic agents|selective cyclooxygenase 2 inhibitors (nsaids)|analgesics|agents that produce hypertension|ugt1a9 inhibitors|antiinflammatory and antirheumatic products, non steroids|pyridines|topical products for joint and muscular pain|anti inflammatory agents|enzyme inhibitors|niflumic acid and prodrugs|analgesics, non narcotic|antirheumatic agents|aniline compounds|peripheral nervous system agents|antiinflammatory and antirheumatic products|agents causing hyperkalemia|acids, carbocyclic|ortho aminobenzoates|nicotinic acids|benzene derivatives|fenamates|cyclooxygenase inhibitors
latamoxef	antibacterials for systemic use|anti bacterial agents|acids|sulfides|hydrogen sulfide|nephrotoxic agents|electrolytes|ions|anions|beta lactams|amides|cephalosporins|anti infective agents|acids, noncarboxylic|gases|heterocyclic compounds, fused ring|antiinfectives for systemic use|sulfur compounds|third generation cephalosporins|lactams
trioxsalen	antipsoriatics|benzopyrans|psoralens for topical use|antipsoriatics for systemic use|antipsoriatics for topical use|furocoumarins|photosensitizing agents|dermatologicals|heterocyclic compounds, fused ring|radiation sensitizing agents|pyrans|photosensitizing agents used for phototherapy|psoralens for systemic use|coumarins
thiotepa	antineoplastic and immunomodulating agents|alkylating drugs|acids|azirines|organophosphorus compounds|antineoplastic agents|phosphoric acids|phosphorus acids|cytochrome p 450 cyp3a4 substrates|triethylenephosphoramide|aziridines|ethylene imines|cholinesterase inhibitors|cytochrome p 450 cyp2b6 inhibitors (moderate)|electrolytes|ions|anions|alkylating activity|myelosuppressive agents|phosphoramides|cytochrome p 450 cyp2b6 inhibitors|cytochrome p 450 enzyme inhibitors|myeloablative agonists|antineoplastic agents, alkylating|cytochrome p 450 substrates|cytochrome p 450 cyp3a4 substrates with a narrow therapeutic index|noxae|acids, noncarboxylic|immunosuppressive agents|cytochrome p 450 cyp3a substrates|narrow therapeutic index drugs|phosphorus compounds|toxic actions|immunologic factors
estriol	hormones, hormone substitutes, and hormone antagonists|estrenes|p glycoprotein substrates|gonadal steroid hormones|steroids|hormones|thyroxine binding globulin inducers|estradiol congeners|estrogens|genito urinary system and sex hormones|gonadal hormones|p glycoprotein inducers|estranes|sex hormones and modulators of the genital system|natural and semisynthetic estrogens, plain|fused ring compounds
1 benzylimidazole	adrenergic alpha antagonists|adrenergic antagonists|adrenergic agents|agents that produce hypertension|neurotransmitter agents
aniracetam	nervous system|psychotropic drugs|psychoanaleptics|central nervous system agents|psychostimulants, agents used for adhd and nootropics|pyrrolidines|nootropic agents|central nervous system depressants|antidepressive agents
