pert_iname	classes
phylloquinone	Polycyclic Aromatic Hydrocarbons|Fibrin Modulating Agents|Antifibrinolytic Agents|Coagulants|Pharmacologic Actions|Hemostatics|Food|Nutrients|Phenomena and Processes Category|Hydrocarbons, Cyclic|Vitamin K 1|Hematologic Agents|Vitamin K|Diterpenes|Organic Chemicals|Physiological Effects of Drugs|Molecular Mechanisms of Pharmacological Action|Physiological Phenomena|Hydrocarbons|Naphthalenes|Vitamins|Polycyclic Compounds|Chemicals and Drugs Category|Naphthoquinones|Technology and Food and Beverages Category|Diet, Food, and Nutrition|Chemical Actions and Uses|Quinones|Phytol|Hydrocarbons, Aromatic|Micronutrients|Terpenes|Therapeutic Uses|Food and Beverages
CGS-21680	Antihypertensive Agents|Pharmacologic Actions|Ethylamines|2-(4-(2-carboxyethyl)phenethylamino)-5'-N-ethylcarboxamidoadenosine|Purinergic P1 Receptor Agonists|Phenethylamines|Organic Chemicals|Neurotransmitter Agents|Purinergic Agonists|Purinergic Agents|Physiological Effects of Drugs|Cardiovascular Agents|Molecular Mechanisms of Pharmacological Action|Adenosine A2 Receptor Agonists|Chemicals and Drugs Category|Amines|Chemical Actions and Uses|Therapeutic Uses
quinidine	Voltage-Gated Sodium Channel Blockers|Anti-Infective Agents|Adrenergic Antagonists|Heterocyclic Compounds, Fused-Ring|Drug-Related Side Effects and Adverse Reactions|Cytochrome P-450 CYP2D6 Inhibitors|Cholinergic Agents|Adrenergic Agents|Pharmacologic Actions|Diseases Category|Chemically-Induced Disorders|Metabolic Side Effects of Drugs and Substances|Sodium Channel Blockers|Enzyme Inhibitors|Cholinergic Antagonists|Heterocyclic Compounds|Muscarinic Antagonists|Quinuclidines|Neurotransmitter Agents|Quinidine|Physiological Effects of Drugs|Cardiovascular Agents|Antiprotozoal Agents|Molecular Mechanisms of Pharmacological Action|Cytochrome P-450 Enzyme Inhibitors|Antiparasitic Agents|Heterocyclic Compounds, 2-Ring|Adrenergic alpha-Antagonists|Membrane Transport Modulators|Anti-Arrhythmia Agents|Cinchona Alkaloids|Heterocyclic Compounds, Bridged-Ring|Antimalarials|Chemicals and Drugs Category|Chemical Actions and Uses|Quinolines|Alkaloids|Therapeutic Uses
LDN-193189	Heterocyclic Compounds|LDN 193189|Chemicals and Drugs Category|Azoles|Pyrimidines|Heterocyclic Compounds, 1-Ring|Pyrazoles
tolmetin	Tolmetin|Pyrroles|Pharmacologic Actions|Antirheumatic Agents|Anti-Inflammatory Agents|Analgesics|Enzyme Inhibitors|Heterocyclic Compounds|Cyclooxygenase Inhibitors|Anti-Inflammatory Agents, Non-Steroidal|Physiological Effects of Drugs|Azoles|Molecular Mechanisms of Pharmacological Action|Analgesics, Non-Narcotic|Peripheral Nervous System Agents|Central Nervous System Agents|Chemicals and Drugs Category|Heterocyclic Compounds, 1-Ring|Sensory System Agents|Chemical Actions and Uses|Therapeutic Uses
atovaquone	Polycyclic Aromatic Hydrocarbons|Anti-Infective Agents|Pharmacologic Actions|Hydrocarbons, Cyclic|Enzyme Inhibitors|Organic Chemicals|Atovaquone|Antiprotozoal Agents|Molecular Mechanisms of Pharmacological Action|Hydrocarbons|Naphthalenes|Antiparasitic Agents|Antimalarials|Polycyclic Compounds|Naphthoquinones|Chemicals and Drugs Category|Quinones|Chemical Actions and Uses|Hydrocarbons, Aromatic|Therapeutic Uses
diprotin-a	Peptides|Pharmacologic Actions|diprotin A|Physiological Effects of Drugs|Chemicals and Drugs Category|Molecular Mechanisms of Pharmacological Action|Amino Acids, Peptides, and Proteins|Protease Inhibitors|Dipeptidyl-Peptidase IV Inhibitors|Hypoglycemic Agents|Chemical Actions and Uses|Oligopeptides|Enzyme Inhibitors
Ro-08-2750	Heterocyclic Compounds|Heterocyclic Compounds, 2-Ring|Pteridines|Flavins|Chemicals and Drugs Category|Heterocyclic Compounds, 3-Ring|Pigments, Biological|2,3,4,10-tetrahydro-7,10-dimethyl-2,4-dioxobenzo(g)pteridine|Heterocyclic Compounds, Fused-Ring|Coenzymes|Enzymes and Coenzymes|Biological Factors
rifapentine	Leprostatic Agents|Anti-Bacterial Agents|Macrocyclic Compounds|Anti-Infective Agents|Heterocyclic Compounds, Fused-Ring|Lactams, Macrocyclic|Pharmacologic Actions|Antitubercular Agents|Lactams|Rifamycins|Heterocyclic Compounds, 4 or More Rings|Heterocyclic Compounds|Organic Chemicals|Antibiotics, Antitubercular|Amides|rifapentine|Polycyclic Compounds|Chemicals and Drugs Category|Heterocyclic Compounds, 1-Ring|Chemical Actions and Uses|Therapeutic Uses
ISOX	Heterocyclic Compounds|Organic Chemicals|Pharmacologic Actions|Oxazoles|Acids, Acyclic|Azoles|CAY10603|Carbamates|Chemicals and Drugs Category|Carboxylic Acids|Histone Deacetylase Inhibitors|Molecular Mechanisms of Pharmacological Action|Heterocyclic Compounds, 1-Ring|Chemical Actions and Uses|Enzyme Inhibitors
guanfacine	Antihypertensive Agents|Phenylacetates|Acids, Carbocyclic|Adrenergic Agents|Pharmacologic Actions|Guanfacine|Carboxylic Acids|Adrenergic alpha-2 Receptor Agonists|Amidines|Organic Chemicals|Neurotransmitter Agents|Physiological Effects of Drugs|Cardiovascular Agents|Molecular Mechanisms of Pharmacological Action|Adrenergic alpha-Agonists|Adrenergic Agonists|Guanidines|Chemicals and Drugs Category|Chemical Actions and Uses|Therapeutic Uses
GW-311616	Heterocyclic Compounds|Chemicals and Drugs Category|Piperidines|Heterocyclic Compounds, 1-Ring
apicidin	Peptides|Pharmacologic Actions|Polycyclic Compounds|Macrocyclic Compounds|Chemicals and Drugs Category|Amino Acids, Peptides, and Proteins|Peptides, Cyclic|Histone Deacetylase Inhibitors|Molecular Mechanisms of Pharmacological Action|Chemical Actions and Uses|apicidin|Enzyme Inhibitors
buflomedil	Heterocyclic Compounds|Pharmacologic Actions|Vasodilator Agents|buflomedil|Pyrrolidines|Chemicals and Drugs Category|Cardiovascular Agents|Heterocyclic Compounds, 1-Ring|Chemical Actions and Uses|Therapeutic Uses
clemastine	Heterocyclic Compounds|Pharmacologic Actions|Neurotransmitter Agents|Clemastine|Pyrrolidines|Physiological Effects of Drugs|Chemicals and Drugs Category|Histamine Agents|Histamine Antagonists|Molecular Mechanisms of Pharmacological Action|Antipruritics|Histamine H1 Antagonists|Heterocyclic Compounds, 1-Ring|Anti-Allergic Agents|Dermatologic Agents|Chemical Actions and Uses|Therapeutic Uses
ZM-241385	Heterocyclic Compounds|ZM 241385|Triazines|Chemicals and Drugs Category|Azoles|Heterocyclic Compounds, 1-Ring|Triazoles
cyclopenthiazide	Antihypertensive Agents|Benzothiadiazines|Heterocyclic Compounds, Fused-Ring|Inorganic Chemicals|Pharmacologic Actions|Sulfur Compounds|Heterocyclic Compounds|Organic Chemicals|Sodium Chloride Symporter Inhibitors|Cyclopenthiazide|Sulfones|Physiological Effects of Drugs|Cardiovascular Agents|Molecular Mechanisms of Pharmacological Action|Sulfonamides|Amides|Heterocyclic Compounds, 2-Ring|Diuretics|Membrane Transport Modulators|Natriuretic Agents|Chemicals and Drugs Category|Thiazides|Chemical Actions and Uses|Therapeutic Uses
icosapent	Inflammation Mediators|Fish Oils|Lipids|Oils|Autacoids|Eicosanoids|Fatty Acids, Omega-3|Food|Fatty Acids|Phenomena and Processes Category|Fatty Acids, Unsaturated|Fats|Eicosapentaenoic Acid|Dietary Fats|Physiological Phenomena|Biological Factors|Chemicals and Drugs Category|Technology and Food and Beverages Category|Diet, Food, and Nutrition|Dietary Fats, Unsaturated|Food and Beverages
terconazole	Heterocyclic Compounds|Antifungal Agents|Triazoles|Anti-Infective Agents|terconazole|Chemicals and Drugs Category|Azoles|Pharmacologic Actions|Heterocyclic Compounds, 1-Ring|Chemical Actions and Uses|Therapeutic Uses
diflorasone	Glucocorticoids|Steroids|Pregnadienetriols|Pharmacologic Actions|Anti-Inflammatory Agents|Pregnanes|Hormones|Physiological Effects of Drugs|Steroids, Fluorinated|Adrenal Cortex Hormones|Pregnadienes|Hormones, Hormone Substitutes, and Hormone Antagonists|Polycyclic Compounds|Chemicals and Drugs Category|Fused-Ring Compounds|diflorasone|Chemical Actions and Uses|Therapeutic Uses
artesunate	Oxidants|Ions|Peroxides|Anti-Infective Agents|Noxae|Oxygen Compounds|Inorganic Chemicals|Pharmacologic Actions|Anthelmintics|Antineoplastic Agents|Oxides|Artemisinins|Sesquiterpenes|Electrolytes|Organic Chemicals|Schistosomicides|Antiplatyhelmintic Agents|Antiprotozoal Agents|Hydrocarbons|Reactive Oxygen Species|Antiparasitic Agents|Antiviral Agents|Toxic Actions|Antimalarials|Chemicals and Drugs Category|Specialty Uses of Chemicals|Artesunate|Free Radicals|Anions|Chemical Actions and Uses|Terpenes|Therapeutic Uses
geldanamycin	Anti-Bacterial Agents|geldanamycin|Macrocyclic Compounds|Anti-Infective Agents|Protease Inhibitors|Lactams, Macrocyclic|Pharmacologic Actions|Lactams|Antineoplastic Agents|Enzyme Inhibitors|Heterocyclic Compounds|Antibiotics, Antineoplastic|Organic Chemicals|Benzoquinones|Molecular Mechanisms of Pharmacological Action|Amides|Antiviral Agents|Polycyclic Compounds|Chemicals and Drugs Category|Heterocyclic Compounds, 1-Ring|Quinones|Chemical Actions and Uses|Therapeutic Uses|Cysteine Proteinase Inhibitors
diphenidol	Heterocyclic Compounds|Pharmacologic Actions|Central Nervous System Agents|Gastrointestinal Agents|Physiological Effects of Drugs|Chemicals and Drugs Category|Piperidines|Heterocyclic Compounds, 1-Ring|Autonomic Agents|Chemical Actions and Uses|Antiemetics|diphenidol|Therapeutic Uses|Peripheral Nervous System Agents
triprolidine	Heterocyclic Compounds|Pharmacologic Actions|Neurotransmitter Agents|Physiological Effects of Drugs|Chemicals and Drugs Category|Histamine Agents|Histamine Antagonists|Molecular Mechanisms of Pharmacological Action|Histamine H1 Antagonists|Anti-Allergic Agents|Heterocyclic Compounds, 1-Ring|Triprolidine|Chemical Actions and Uses|Pyridines|Therapeutic Uses
atomoxetine	Atomoxetine Hydrochloride|Organic Chemicals|Pharmacologic Actions|Membrane Transport Modulators|Neurotransmitter Agents|Physiological Effects of Drugs|Chemicals and Drugs Category|Amines|Propylamines|Molecular Mechanisms of Pharmacological Action|Adrenergic Agents|Chemical Actions and Uses|Neurotransmitter Uptake Inhibitors|Adrenergic Uptake Inhibitors
fusaric-acid	Heterocyclic Compounds|Pharmacologic Actions|Fusaric Acid|Picolinic Acids|Nucleic Acid Synthesis Inhibitors|Acids, Heterocyclic|Neurotransmitter Agents|Physiological Effects of Drugs|Chemicals and Drugs Category|Molecular Mechanisms of Pharmacological Action|Heterocyclic Compounds, 1-Ring|Dopamine Agents|Chemical Actions and Uses|Pyridines|Enzyme Inhibitors
latrepirdine	Heterocyclic Compounds|Heterocyclic Compounds, 2-Ring|Indoles|Chemicals and Drugs Category|Heterocyclic Compounds, Fused-Ring
dehydrocholate	Pharmacologic Actions|Cholic Acids|Steroids|Polycyclic Compounds|Dehydrocholic Acid|Gastrointestinal Agents|Chemicals and Drugs Category|Fused-Ring Compounds|Chemical Actions and Uses|Cholagogues and Choleretics|Bile Acids and Salts|Cholanes|Therapeutic Uses
ipriflavone	Pyrans|Heterocyclic Compounds|Isoflavones|Flavonoids|Chemicals and Drugs Category|Chromones|Heterocyclic Compounds, Fused-Ring|Heterocyclic Compounds, 1-Ring|Benzopyrans|ipriflavone|Heterocyclic Compounds, 2-Ring
SR-95639A	Heterocyclic Compounds|Oxazines|Chemicals and Drugs Category|morpholineoethylamino-3-benzocyclohepta(5,6-c)pyridazine|Heterocyclic Compounds, 1-Ring|Pyridazines|Morpholines
tyrphostin-AG-494	AG 494|Heterocyclic Compounds, Fused-Ring|Nitriles|Benzene Derivatives|Pharmacologic Actions|Hydrocarbons, Cyclic|Antineoplastic Agents|Tyrphostins|Enzyme Inhibitors|Heterocyclic Compounds|Organic Chemicals|Benzylidene Compounds|Molecular Mechanisms of Pharmacological Action|Hydrocarbons|Heterocyclic Compounds, 2-Ring|Quinoxalines|Chemicals and Drugs Category|Chemical Actions and Uses|Hydrocarbons, Aromatic|Therapeutic Uses
desoxypeganine	Heterocyclic Compounds|Heterocyclic Compounds, 2-Ring|3-deoxyvasicine|Chemicals and Drugs Category|Heterocyclic Compounds, Fused-Ring|Alkaloids|Quinazolines
deferiprone	Heterocyclic Compounds|Deferiprone|Pharmacologic Actions|Chelating Agents|Pyridones|Chemicals and Drugs Category|Specialty Uses of Chemicals|Molecular Mechanisms of Pharmacological Action|Heterocyclic Compounds, 1-Ring|Chemical Actions and Uses|Pyridines|Iron Chelating Agents|Sequestering Agents
esmolol	Organic Chemicals|Pharmacologic Actions|esmolol|Adrenergic beta-Antagonists|Neurotransmitter Agents|Amino Alcohols|Propanols|Physiological Effects of Drugs|Chemicals and Drugs Category|Amines|Molecular Mechanisms of Pharmacological Action|Adrenergic Antagonists|Propanolamines|Alcohols|Chemical Actions and Uses|Adrenergic Agents|Adrenergic beta-1 Receptor Antagonists
sappanone-a	Pyrans|Heterocyclic Compounds|Isoflavones|Flavonoids|Chemicals and Drugs Category|Chromones|Heterocyclic Compounds, Fused-Ring|Heterocyclic Compounds, 1-Ring|Benzopyrans|sappanone A|Heterocyclic Compounds, 2-Ring
etazolate	Antipsychotic Agents|Psychotropic Drugs|Phosphodiesterase Inhibitors|Pharmacologic Actions|Food|Nutrients|Nicotinic Acids|Phenomena and Processes Category|Acids, Heterocyclic|Central Nervous System Depressants|Enzyme Inhibitors|Heterocyclic Compounds|Physiological Effects of Drugs|Molecular Mechanisms of Pharmacological Action|Etazolate|Physiological Phenomena|Pyridines|Vitamins|Vitamin B Complex|Central Nervous System Agents|Chemicals and Drugs Category|Technology and Food and Beverages Category|Diet, Food, and Nutrition|Tranquilizing Agents|Heterocyclic Compounds, 1-Ring|Chemical Actions and Uses|Micronutrients|Therapeutic Uses|Food and Beverages
crotamiton	Organic Chemicals|Benzene Derivatives|Toxic Actions|Aniline Compounds|Hydrocarbons, Cyclic|crotamiton|Chemicals and Drugs Category|Amines|Specialty Uses of Chemicals|Pesticides|Solvents|Chemical Actions and Uses|Hydrocarbons|Hydrocarbons, Aromatic|Toluene|Agrochemicals|Toluidines
BNTX	Organic Chemicals|Benzene Derivatives|Benzylidene Compounds|Central Nervous System Agents|Narcotic Antagonists|Physiological Effects of Drugs|Hydrocarbons, Cyclic|Chemicals and Drugs Category|Pharmacologic Actions|Sensory System Agents|Chemical Actions and Uses|7-benzylidenenaltrexone|Hydrocarbons|Hydrocarbons, Aromatic|Therapeutic Uses|Peripheral Nervous System Agents
valsartan	Angiotensin Receptor Antagonists|Amino Acids, Essential|Antihypertensive Agents|Amino Acids, Branched-Chain|Pharmacologic Actions|Valine|Amino Acids|Heterocyclic Compounds|Angiotensin II Type 1 Receptor Blockers|Azoles|Cardiovascular Agents|Amino Acids, Peptides, and Proteins|Molecular Mechanisms of Pharmacological Action|Chemicals and Drugs Category|Valsartan|Heterocyclic Compounds, 1-Ring|Tetrazoles|Chemical Actions and Uses|Therapeutic Uses
tyrphostin-47	Heterocyclic Compounds, Fused-Ring|Nitriles|Benzene Derivatives|Pharmacologic Actions|Hydrocarbons, Cyclic|Antineoplastic Agents|Tyrphostins|Enzyme Inhibitors|Heterocyclic Compounds|Organic Chemicals|Benzylidene Compounds|Molecular Mechanisms of Pharmacological Action|tyrphostin 47|Hydrocarbons|Heterocyclic Compounds, 2-Ring|Quinoxalines|Chemicals and Drugs Category|Chemical Actions and Uses|Hydrocarbons, Aromatic|Therapeutic Uses
SB-216641	Acids, Carbocyclic|Organic Chemicals|Benzene Derivatives|Oxazoles|Azoles|Hydrocarbons, Cyclic|N-(3-(2-dimethylamino)ethoxy-4-methoxyphenyl)-2'-methyl-4'-(5-methyl-1,2,4-oxadiazol-3-yl)-(1,1'-biphenyl)-4-carboxamide|Chemicals and Drugs Category|Carboxylic Acids|Benzoates|Amides|Heterocyclic Compounds|Heterocyclic Compounds, 1-Ring|Hydrocarbons|Hydrocarbons, Aromatic|Benzamides|Oxadiazoles
hinokitiol	Organic Chemicals|Pharmacologic Actions|beta-thujaplicin|Chelating Agents|Anti-Infective Agents|Chemicals and Drugs Category|Specialty Uses of Chemicals|Molecular Mechanisms of Pharmacological Action|Antineoplastic Agents|Antineoplastic Agents, Phytogenic|Monoterpenes|Hydrocarbons|Chemical Actions and Uses|Iron Chelating Agents|Terpenes|Therapeutic Uses|Sequestering Agents
CS-1657	Organic Chemicals|Pharmacologic Actions|Boron Compounds|Chemicals and Drugs Category|ixazomib|Protease Inhibitors|Molecular Mechanisms of Pharmacological Action|Antineoplastic Agents|Chemical Actions and Uses|Inorganic Chemicals|Therapeutic Uses|Enzyme Inhibitors
KU-14R	Heterocyclic Compounds|Heterocyclic Compounds, 2-Ring|Imidazoles|Benzofurans|Chemicals and Drugs Category|Azoles|Heterocyclic Compounds, Fused-Ring|Heterocyclic Compounds, 1-Ring|KU 14R
fenoldopam	Heterocyclic Compounds|Heterocyclic Compounds, 2-Ring|Vasodilator Agents|Neurotransmitter Agents|Fenoldopam|Benzazepines|Physiological Effects of Drugs|Chemicals and Drugs Category|Antihypertensive Agents|Cardiovascular Agents|Pharmacologic Actions|Molecular Mechanisms of Pharmacological Action|Heterocyclic Compounds, Fused-Ring|Dopamine Agents|Dopamine Agonists|Chemical Actions and Uses|Therapeutic Uses
16,16-dimethylprostaglandin-e2	Inflammation Mediators|Pharmacologic Actions|Fatty Acids|Lipids|Anti-Ulcer Agents|Fatty Acids, Unsaturated|Gastrointestinal Agents|Prostaglandins|Chemicals and Drugs Category|Prostaglandins, Synthetic|Prostaglandins E, Synthetic|Chemical Actions and Uses|Therapeutic Uses|Autacoids|Eicosanoids|Biological Factors|16,16-Dimethylprostaglandin E2
diarylpropionitrile	Organic Chemicals|Fatty Acids|Acids, Acyclic|Lipids|diarylpropionitrile|Chemicals and Drugs Category|Carboxylic Acids|Fatty Acids, Volatile|Propionates|Nitriles
physostigmine	Indolizines|Physostigmine|Heterocyclic Compounds, Fused-Ring|Autonomic Agents|Cholinergic Agents|Pharmacologic Actions|Acids, Acyclic|Carbamates|Carboxylic Acids|Cholinesterase Inhibitors|Enzyme Inhibitors|Heterocyclic Compounds|Organic Chemicals|Neurotransmitter Agents|Phenylcarbamates|Indolizidines|Physiological Effects of Drugs|Molecular Mechanisms of Pharmacological Action|Peripheral Nervous System Agents|Heterocyclic Compounds, 2-Ring|Indole Alkaloids|Indoles|Miotics|Chemicals and Drugs Category|Chemical Actions and Uses|Alkaloids
picotamide	Acids, Carbocyclic|Organic Chemicals|Platelet Aggregation Inhibitors|picotamide|Chemicals and Drugs Category|Carboxylic Acids|Pharmacologic Actions|Hematologic Agents|Chemical Actions and Uses|Therapeutic Uses|Phthalic Acids
nefazodone	Triazoles|Psychotropic Drugs|Neurotransmitter Uptake Inhibitors|Serotonin Antagonists|Pharmacologic Actions|Antidepressive Agents|Antidepressive Agents, Second-Generation|Serotonin 5-HT2 Receptor Antagonists|Heterocyclic Compounds|nefazodone|Neurotransmitter Agents|Physiological Effects of Drugs|Azoles|Molecular Mechanisms of Pharmacological Action|Serotonin Agents|Membrane Transport Modulators|Central Nervous System Agents|Chemicals and Drugs Category|Piperazines|Heterocyclic Compounds, 1-Ring|Serotonin and Noradrenaline Reuptake Inhibitors|Chemical Actions and Uses|Therapeutic Uses
lorazepam	Benzazepines|Psychotropic Drugs|Heterocyclic Compounds, Fused-Ring|Autonomic Agents|Benzodiazepinones|Anticonvulsants|Pharmacologic Actions|Anti-Anxiety Agents|Lorazepam|Hypnotics and Sedatives|Central Nervous System Depressants|Antiemetics|Heterocyclic Compounds|Benzodiazepines|Neurotransmitter Agents|Physiological Effects of Drugs|Molecular Mechanisms of Pharmacological Action|GABA Modulators|GABA Agents|Peripheral Nervous System Agents|Heterocyclic Compounds, 2-Ring|Central Nervous System Agents|Gastrointestinal Agents|Chemicals and Drugs Category|Tranquilizing Agents|Chemical Actions and Uses|Therapeutic Uses
